Year,Month,Rain,Humidity,Temperature,Pressure,Flood
2007,8,441.2,16.54,31.09,99.8,0
2007,9,35.3,16.17,31.94,99.84,0
2007,10,8.7,15.75,32.65,99.93,0
2007,11,5.4,14.53,32.59,99.96,0
2007,12,26.9,13.1,33.38,100.02,0
2008,1,2.1,12.21,33.71,99.98,0
2008,2,0.4,13.37,36.68,99.87,0
2008,3,6.7,14.86,37.14,99.79,0
2008,4,44.7,17.09,35.08,99.71,0
2008,5,87.6,17.54,33.89,99.69,0
2008,6,533.5,17.03,32.44,99.69,0
2008,7,449.2,16.54,31.47,99.69,0
2008,8,438.2,16.54,31.32,99.77,0
2008,9,34.2,16.17,32.17,99.81,0
2008,10,8.5,15.75,32.88,99.9,0
2008,11,5.5,14.53,32.82,99.93,0
2008,12,26.9,13.1,33.61,99.99,0
2009,1,1.4,12.21,33.94,99.95,0
2009,2,0.5,13.37,36.91,99.84,0
2009,3,6.6,14.86,37.37,99.76,0
2009,4,45.1,17.09,35.31,99.68,0
2009,5,85.1,17.54,34.12,99.66,0
2009,6,529.2,17.03,32.67,99.66,0
2009,7,446.2,16.54,31.7,99.66,0
2009,8,434.9,16.54,31.55,99.74,0
2009,9,33.2,16.17,32.4,99.78,0
2009,10,8.5,15.75,33.11,99.87,0
2009,11,5.6,14.53,33.05,99.9,0
2009,12,27,13.1,33.84,99.96,0
2010,1,1.5,12.21,34.17,99.92,0
2010,2,0.5,13.37,37.14,99.81,0
2010,3,6.7,14.86,37.6,99.73,0
2010,4,45.6,17.09,35.54,99.65,0
2010,5,84.2,17.54,34.35,99.63,0
2010,6,525.3,17.03,32.9,99.63,0
2010,7,443.2,16.54,31.93,99.63,0
2010,8,431.7,16.54,31.78,99.71,0
2010,9,32.1,16.17,32.63,99.75,0
2010,10,8.4,15.75,33.34,99.84,0
2010,11,5.6,14.53,33.28,99.87,0
2010,12,27.1,13.1,34.07,99.93,0
2011,1,1.5,12.21,34.4,99.89,0
2011,2,0.5,13.37,37.37,99.78,0
2011,3,6.6,14.86,37.83,99.7,0
2011,4,46.2,17.09,35.77,99.62,0
2011,5,82.9,17.54,34.58,99.6,0
2011,6,520,17.03,33.13,99.6,0
2011,7,440.2,16.54,32.16,99.6,0
2011,8,429.1,16.54,32.01,99.68,0
2011,9,31.2,16.17,32.86,99.72,0
2011,10,8.4,15.75,33.57,99.81,0
2011,11,5.6,14.53,33.51,99.84,0
2011,12,27.2,13.1,34.3,99.9,0
2012,1,1.6,12.21,34.63,99.86,0
2012,2,0.5,13.37,37.6,99.75,0
2012,3,6.6,14.86,38.06,99.67,0
2012,4,47.1,17.09,35.99,99.59,0
2012,5,81.4,17.54,34.8,99.57,0
2012,6,515.6,17.03,33.35,99.57,0
2012,7,437.1,16.54,32.38,99.57,0
2012,8,426.4,16.54,32.23,99.65,0
2012,9,30.2,16.17,33.08,99.69,0
2012,10,8.4,15.75,33.79,99.78,0
2012,11,5.6,14.53,33.73,99.81,0
2012,12,27.2,13.1,34.52,99.87,0
2013,1,1.8,12.21,34.85,99.83,0
2013,2,0.5,13.37,37.82,99.72,0
2013,3,6.7,14.86,38.28,99.64,0
2013,4,47.4,17.09,36.22,99.56,0
2013,5,80.5,17.54,35.03,99.54,0
2013,6,511.2,17.03,33.58,99.54,0
2013,7,433.3,16.54,32.61,99.54,0
2013,8,422.4,16.54,32.46,99.62,0
2013,9,29.2,16.17,33.31,99.66,0
2013,10,8.5,15.75,34.02,99.75,0
2013,11,5.7,14.53,33.96,99.78,0
2013,12,27.4,13.1,34.75,99.84,0
2014,1,1.8,12.21,35.08,99.8,0
2014,2,0.5,13.37,38.05,99.69,0
2014,3,6.7,14.86,38.51,99.61,0
2014,4,47.8,17.09,36.45,99.53,0
2014,5,79.6,17.54,35.26,99.51,0
2014,6,507.2,17.03,33.81,99.51,0
2014,7,429.4,16.54,32.84,99.51,0
2014,8,418.4,16.54,32.69,99.59,0
2014,9,28.2,16.17,33.54,99.63,0
2014,10,8.5,15.75,34.25,99.72,0
2014,11,5.7,14.53,34.19,99.75,0
2014,12,27.5,13.1,34.98,99.81,0
2015,1,1.9,12.21,35.31,99.77,0
2015,2,0.5,13.37,38.28,99.66,0
2015,3,6.7,14.86,38.74,99.58,0
2015,4,48,17.09,36.68,99.5,0
2015,5,78.7,17.54,35.49,99.48,0
2015,6,503.2,17.03,34.04,99.48,0
2015,7,425.5,16.54,33.07,99.48,0
2015,8,414.4,16.54,32.92,99.56,0
2015,9,27.2,16.17,33.77,99.6,0
2015,10,8.6,15.75,34.48,99.69,0
2015,11,5.7,14.53,34.42,99.72,0
2015,12,27.5,13.1,35.21,99.78,0
2016,1,1.9,12.21,35.54,99.74,0
2016,2,0.5,13.37,38.51,99.63,0
2016,3,6.8,14.86,38.97,99.55,0
2016,4,48.3,17.09,36.91,99.47,0
2016,5,77.8,17.54,35.72,99.45,0
2016,6,499.2,17.03,34.27,99.45,0
2016,7,421.5,16.54,33.3,99.45,0
2016,8,410.4,16.54,33.15,99.53,0
2016,9,26.2,16.17,34,99.57,0
2016,10,8.6,15.75,34.71,99.66,0
2016,11,5.8,14.53,34.65,99.69,0
2016,12,27.6,13.1,35.44,99.75,0
2017,1,2.1,12.21,35.77,99.71,0
2017,2,0.6,13.37,38.74,99.6,0
2017,3,6.8,14.86,39.2,99.52,0
2017,4,48.8,17.09,37.14,99.44,0
2017,5,77,17.54,35.95,99.42,0
2017,6,495.2,17.03,34.5,99.42,0
2017,7,417.5,16.54,33.53,99.42,0
2017,8,406.4,16.54,33.38,99.5,0
2017,9,25.2,16.17,34.23,99.54,0
2017,10,8.7,15.75,34.94,99.63,0
2017,11,5.8,14.53,34.88,99.66,0
2017,12,27.7,13.1,35.67,99.72,0
2018,1,2.2,12.21,36,99.68,0
2018,2,0.6,13.37,38.97,99.57,0
2018,3,6.8,14.86,39.43,99.49,0
2018,4,49.3,17.09,37.37,99.41,0
2018,5,76.1,17.54,36.18,99.39,0
2018,6,491.2,17.03,34.73,99.39,0
2018,7,413.5,16.54,33.76,99.39,0
2018,8,402.4,16.54,33.61,99.47,0
2018,9,24.2,16.17,34.46,99.51,0
2018,10,8.7,15.75,35.17,99.6,0
2018,11,5.8,14.53,35.11,99.63,0
2018,12,27.8,13.1,35.9,99.69,0
