Year,Month,Rain,Humidity,Temperature,Pressure,Flood
1986,3,11.2,17.33,30.07,100.41,0
1986,4,63.1,18.55,30.07,100.33,0
1986,5,126.7,18.74,28.69,100.33,0
1986,6,597.9,18.13,27,100.25,0
1986,7,324.8,18.13,25.94,100.43,0
1986,8,340.3,17.64,25.25,100.41,0
1986,9,235.4,17.82,26.26,100.46,0
1986,10,165.5,18.07,26.83,100.5,0
1986,11,194.7,16.36,26.59,100.56,0
1986,12,9.5,15.87,28.55,100.6,0
1987,1,0.6,13.61,29.53,100.65,0
1987,2,0.8,14.1,30.75,100.68,0
1987,3,4.3,15.32,31.88,100.47,0
1987,4,57.2,17.76,31.55,100.46,0
1987,5,108.3,18.55,30.23,100.4,0
1987,6,572.6,18.55,27.58,100.26,0
1987,7,221,18.49,26.86,100.43,0
1987,8,396.6,18.25,26.58,100.38,0
1987,9,157,18.43,26.84,100.42,0
1987,10,272.1,18.68,27.38,100.41,0
1987,11,216,17.46,27.26,100.45,0
1987,12,131.1,16.91,27.18,100.62,0
1988,1,0.8,14.1,27.85,100.6,0
1988,2,17.5,15.69,30.97,100.5,0
1988,3,38.1,17.33,30.83,100.36,0
1988,4,177.6,18.74,30.13,100.34,0
1988,5,157.2,19.53,28.66,100.21,0
1988,6,511.3,18.86,27.23,100.3,0
1988,7,502.8,18.49,26.13,100.28,0
1988,8,379.8,18.31,25.79,100.28,0
1988,9,451.7,18.49,26.13,100.23,0
1988,10,68.5,18.25,27.17,100.42,0
1988,11,67,17.03,27.89,100.52,0
1988,12,31.1,14.53,28.02,100.61,0
1989,1,10.3,13.61,29.37,100.44,0
1989,2,0,13.31,30.83,100.56,0
1989,3,30.1,16.17,31.38,100.4,0
1989,4,141.5,17.94,31.06,100.33,0
1989,5,169.4,18.92,28.8,100.23,0
1989,6,657.5,18.68,26.24,100.4,0
1989,7,450.7,17.94,25.34,100.34,0
1989,8,285.5,18.19,25.65,100.39,0
1989,9,271.1,18.01,26.21,100.36,0
1989,10,308,18.31,26.48,100.42,0
1989,11,92.9,16.66,27.21,100.54,0
1989,12,5.6,15.14,27.72,100.62,0
1990,1,14.9,12.88,28.6,100.61,0
1990,2,4.8,14.04,30.75,100.53,0
1990,3,18,16.24,31.71,100.55,0
1990,4,41.8,17.94,31.32,100.29,0
1990,5,488.5,19.1,28.78,100.2,0
1990,6,528.6,19.1,27.04,100.3,0
1990,7,635.4,18.19,25.81,100.44,0
1990,8,370.8,18.13,25.75,100.45,0
1990,9,103.3,17.82,26.56,100.45,0
1990,10,323.2,17.94,28.01,100.43,0
1990,11,158.8,17.27,27.2,100.51,0
1990,12,5.2,15.32,28.28,100.57,0
1991,1,10.9,13.98,29.94,100.56,1
1991,2,4.4,13.73,31.36,100.61,1
1991,3,33.2,17.09,32.06,100.43,1
1991,4,97,18.25,31.32,100.34,1
1991,5,113.4,18.92,30.83,100.25,1
1991,6,1096.1,19.53,27.05,100.2,1
1991,7,905.5,18.68,26.23,100.36,1
1991,8,465.5,18.07,26.05,100.47,1
1991,9,48.5,18.31,26.92,100.45,1
1991,10,307.8,18.01,26.99,100.33,1
1991,11,99.9,16.78,27.08,100.58,1
1991,12,2.3,14.65,26.8,100.64,1
1992,1,2.4,12.15,27.51,100.77,1
1992,2,0.9,15.2,30.15,100.64,1
1992,3,0.1,15.69,32.08,100.54,1
1992,4,43,17.64,31.89,100.41,1
1992,5,218.4,19.04,28.98,100.3,1
1992,6,819.3,19.23,26.98,100.2,1
1992,7,767.8,18.13,25.56,100.38,1
1992,8,508,18.31,25.58,100.42,1
1992,9,297.5,18.07,25.93,100.37,1
1992,10,290.7,18.07,26.65,100.44,1
1992,11,287.6,17.58,26.83,100.41,1
1992,12,3.7,14.47,26.35,100.69,1
1993,1,0,12.88,27.46,100.67,0
1993,2,17.8,13.73,29.55,100.63,0
1993,3,20.1,16.3,30.82,100.55,0
1993,4,66.5,17.82,31.58,100.42,0
1993,5,159,19.35,29.16,100.28,0
1993,6,657.1,19.29,26.95,100.32,0
1993,7,776.1,18.37,25.99,100.34,0
1993,8,301.9,18.13,25.85,100.49,0
1993,9,88,17.88,26.55,100.44,0
1993,10,431.2,18.31,26.77,100.43,0
1993,11,153.8,17.64,27.05,100.36,0
1993,12,46.2,16.05,26.86,100.56,0
1994,1,24.3,15.14,27.19,100.52,1
1994,2,27.1,16.3,28.58,100.45,1
1994,3,18.1,16.24,31.05,100.48,1
1994,4,154.5,18.8,29.51,100.35,1
1994,5,141.3,19.04,28.87,100.3,1
1994,6,845,18.92,26.38,100.21,1
1994,7,955.5,18.19,25.76,100.36,1
1994,8,479.9,18.25,25.81,100.41,1
1994,9,212.6,18.07,26.22,100.52,1
1994,10,428.4,18.19,26.78,100.45,1
1994,11,117.6,17.33,27.22,100.49,1
1994,12,6.5,14.16,27.27,100.69,1
1995,1,10.3,14.65,28.6,100.64,0
1995,2,6.5,15.26,30.97,100.55,0
1995,3,37.3,16.24,30.62,100.46,0
1995,4,134.9,18.49,30.51,100.33,0
1995,5,355.6,19.35,28.38,100.19,0
1995,6,493.4,19.17,26.82,100.21,0
1995,7,702.5,18.43,25.84,100.23,0
1995,8,457.3,18.55,25.94,100.3,0
1995,9,280,18.68,26.51,100.4,0
1995,10,198.3,18.31,27.09,100.32,0
1995,11,182.6,17.33,26.65,100.45,0
1995,12,0.1,13.37,26.8,100.75,0
1996,1,2.8,13.24,29.03,100.52,0
1996,2,9.1,13.92,30.67,100.46,0
1996,3,14.4,15.87,32.01,100.34,0
1996,4,124.3,18.62,29.72,100.29,0
1996,5,74.3,18.68,29.68,100.31,0
1996,6,572.4,18.8,27.62,100.22,0
1996,7,696,18.55,26.07,100.32,0
1996,8,327.4,18.19,25.42,100.36,0
1996,9,342.7,18.13,25.89,100.28,0
1996,10,294.1,17.76,26.36,100.35,0
1996,11,89.9,17.03,27.08,100.44,0
1996,12,62.5,15.44,26.13,100.56,0
1997,1,2.1,14.4,27.5,100.63,1
1997,2,1.5,14.22,29.69,100.54,1
1997,3,36.1,16.6,31.55,100.54,1
1997,4,60.6,17.46,30.69,100.44,1
1997,5,133.6,18.62,29.62,100.35,1
1997,6,544.2,18.74,28.48,100.41,1
1997,7,970.5,18.92,26.37,100.38,1
1997,8,536,18.8,26.17,100.51,1
1997,9,292.2,18.43,26.67,100.55,1
1997,10,288.9,18.62,27.76,100.63,1
1997,11,298.4,18.74,27.37,100.53,1
1997,12,88.4,18.01,27.73,100.6,1
1998,1,6,15.69,28.19,100.62,1
1998,2,2.1,15.5,30.33,100.69,1
1998,3,8.1,16.36,32.42,100.53,1
1998,4,61.1,18.62,32.8,100.39,1
1998,5,151.6,19.96,30.55,100.22,1
1998,6,732.5,19.53,27.83,100.24,1
1998,7,641.4,18.86,26.12,100.29,1
1998,8,371.8,18.74,26.47,100.31,1
1998,9,517.6,18.74,26.49,100.31,1
1998,10,444.8,18.37,26.39,100.41,1
1998,11,135,17.46,26.54,100.44,1
1998,12,79.4,16.17,26.94,100.55,0
1999,1,1.8,13.98,27.88,100.49,0
1999,2,23.8,14.34,30.94,100.55,0
1999,3,21.4,16.91,31.88,100.2,0
1999,4,111.6,18.37,29.6,100.29,0
1999,5,453.2,18.8,27.35,100.26,0
1999,6,607.3,18.92,26.78,100.37,0
1999,7,700.4,18.19,25.82,100.33,0
1999,8,266.3,18.19,25.85,100.4,0
1999,9,88,18.13,26.83,100.35,0
1999,10,567.9,18.49,26.12,100.26,0
1999,11,68.1,16.85,26.82,100.46,0
1999,12,4.9,15.01,26.98,100.56,0
2000,1,11.7,14.59,28.34,100.47,0
2000,2,57.8,16.17,28.48,100.42,0
2000,3,21.5,16.91,29.58,100.36,0
2000,4,96.3,18.55,29.87,100.26,0
2000,5,124.5,18.8,29.16,100.32,0
2000,6,633.8,18.62,26.68,100.25,0
2000,7,343.2,18.31,26.15,100.24,0
2000,8,566.5,18.31,25.98,100.31,0
2000,9,195.8,18.62,26.58,100.29,0
2000,10,214.2,18.07,26.84,100.41,0
2000,11,78.1,16.66,27.5,100.37,0
2000,12,69.1,14.04,27.05,100.49,0
2001,1,16.5,14.83,28.74,100.44,0
2001,2,28.3,16.42,29.45,100.46,0
2001,3,7,16.3,31.65,100.42,0
2001,4,238,19.1,29.13,100.33,0
2001,5,238.6,19.71,28.58,100.3,0
2001,6,715.3,19.1,26.83,100.29,0
2001,7,598.5,18.62,25.99,100.35,0
2001,8,361.3,18.62,26.08,100.39,0
2001,9,216.8,18.31,26.63,100.33,0
2001,10,319.6,18.55,26.94,100.34,0
2001,11,181,17.46,27.24,100.47,0
2001,12,10.1,15.2,27.16,100.69,0
2002,1,4.7,15.2,28.48,100.56,0
2002,2,8.7,14.28,30.66,100.64,0
2002,3,35.7,16.11,32.08,100.41,0
2002,4,117.3,18.49,30.89,100.29,0
2002,5,330.8,19.84,28.98,100.28,0
2002,6,503.1,19.41,27.19,100.26,0
2002,7,318.7,18.8,26.73,100.44,0
2002,8,438.2,18.43,25.86,100.44,0
2002,9,99,18.13,26.98,100.5,0
2002,10,511.7,18.8,27.28,100.38,0
2002,11,137.5,17.88,27.34,100.48,0
2002,12,2.1,14.83,27.06,100.63,0
2003,1,0.7,14.59,29.01,100.68,0
2003,2,50.9,16.78,29.99,100.54,0
2003,3,82.1,17.15,30.64,100.46,0
2003,4,134.4,19.1,30.26,100.32,0
2003,5,91,20.08,28.84,100.3,0
2003,6,566.7,19.1,27.38,100.27,0
2003,7,532,18.92,26.33,100.34,0
2003,8,350.3,18.92,26.3,100.39,0
2003,9,93.6,18.62,27.14,100.43,0
2003,10,407,18.68,27.04,100.41,0
2003,11,76.4,17.21,27.52,100.49,0
2003,12,9.7,14.59,27.23,100.63,0
2004,1,2.4,14.83,28.35,100.56,0
2004,2,8.1,14.47,30.44,100.57,0
2004,3,37.9,16.72,32.21,100.42,0
2004,4,113.2,18.86,30.29,100.34,0
2004,5,610.9,19.84,27.64,100.19,0
2004,6,673.4,19.04,26.48,100.45,0
2004,7,385.4,18.49,25.76,100.31,0
2004,8,417.9,18.43,25.96,100.47,0
2004,9,192.8,18.19,26.4,100.41,0
2004,10,320.6,18.43,27.37,100.5,0
2004,11,120.7,17.27,27.33,100.51,0
2004,12,2.7,14.83,26.86,100.56,0
2005,1,19.8,15.01,28.45,100.57,1
2005,2,7,15.2,29.48,100.61,1
2005,3,25.3,16.91,31.16,100.52,1
2005,4,205.9,19.53,29,100.42,1
2005,5,134.8,19.47,29.17,100.26,1
2005,6,619.2,19.9,27.39,100.2,1
2005,7,832.7,19.29,26.09,100.36,1
2005,8,291,18.92,26.34,100.4,1
2005,9,414.7,18.74,26.26,100.39,1
2005,10,240.1,18.62,26.91,100.38,1
2005,11,184.3,17.4,26.5,100.45,1
2005,12,56.4,16.36,26.68,100.47,1
2006,1,8.1,14.71,27.99,100.57,1
2006,2,0.5,13.06,30.06,100.55,1
2006,3,90.7,17.52,30.1,100.42,1
2006,4,65.3,18.25,30.56,100.32,1
2006,5,521.2,19.35,28.85,100.31,1
2006,6,482.4,19.17,27.1,100.29,1
2006,7,804,19.17,26.19,100.41,1
2006,8,432.6,18.62,26.16,100.42,1
2006,9,474.8,18.62,26.33,100.4,1
2006,10,376.4,18.49,26.9,100.55,1
2006,11,162.8,18.19,27.25,100.45,1
2006,12,1.8,14.71,26.8,100.6,1
2007,1,0.5,13.37,28.1,100.69,1
2007,2,5.6,14.04,30.26,100.57,1
2007,3,7.3,16.48,32.15,100.46,1
2007,4,138.5,18.8,30.55,100.36,1
2007,5,192.7,19.35,28.98,100.31,1
2007,6,705.9,19.53,27.3,100.15,1
2007,7,966.3,19.17,26.22,100.28,1
2007,8,489.6,18.62,26.08,100.34,1
2007,9,526.7,18.68,26.33,100.28,1
2007,10,357.2,18.13,26.61,100.34,1
2007,11,87.4,16.6,26.9,100.46,1
2007,12,11.9,15.14,26.94,100.44,1
2008,1,0.8,13.85,28.01,100.51,0
2008,2,30.3,15.32,30.37,100.49,0
2008,3,217.2,16.54,28.57,100.32,0
2008,4,108.4,19.17,28.57,100.28,0
2008,5,81.2,19.1,28.26,100.34,0
2008,6,469.9,19.17,27.02,100.31,0
2008,7,505.1,18.74,25.96,100.26,0
2008,8,349,18.43,25.9,100.3,0
2008,9,347,18.25,26.73,100.39,0
2008,10,343.4,18.19,27.48,100.37,0
2008,11,55.4,17.09,27.3,100.38,0
2008,12,17,14.77,27.63,100.54,0
2009,1,3.3,13.24,28.53,100.63,0
2009,2,1.5,14.22,30.69,100.5,0
2009,3,62.6,17.09,31.22,100.41,0
2009,4,69,18.98,30.23,100.3,0
2009,5,191.6,19.65,28.44,100.22,0
2009,6,438.2,19.04,26.87,100.35,0
2009,7,924.9,18.86,26.06,100.4,0
2009,8,269.3,18.74,26.48,100.36,0
2009,9,326.5,18.74,26.58,100.39,0
2009,10,205.2,17.94,27.28,100.46,0
2009,11,274.4,17.64,27.37,100.39,0
2009,12,44.2,16.6,27.8,100.54,0
2010,1,18.6,15.08,28.71,100.68,0
2010,2,1,15.44,31.27,100.58,1
2010,3,31.4,17.09,32.25,100.51,1
2010,4,138.9,19.9,29.94,100.4,1
2010,5,190.6,20.39,29.21,100.19,1
2010,6,667.5,19.53,27.37,100.31,1
2010,7,629,18.49,26.15,100.34,1
2010,8,356,18.86,25.87,100.3,1
2010,9,275.6,18.55,26.51,100.33,1
2010,10,441.4,18.55,26.69,100.31,1
2010,11,335.1,17.94,26.73,100.37,1
2010,12,46.8,16.17,26.22,100.32,1
2011,1,20.5,14.95,27.29,100.44,1
2011,2,45.7,15.01,28.26,100.45,1
2011,3,24.1,16.72,30.04,100.39,1
2011,4,165.2,18.43,29.65,100.35,1
2011,5,124.2,19.17,29.18,100.33,1
2011,6,788.5,19.35,27.12,100.3,1
2011,7,536.8,18.25,25.85,100.34,1
2011,8,492.7,18.37,25.94,100.34,1
2011,9,391.2,18.43,26.51,100.42,1
2011,10,227.2,17.94,27.5,100.35,1
2011,11,169.7,16.97,27.27,100.37,1
2011,12,49.5,15.38,27.27,100.43,1
2012,1,7.4,14.47,28,100.55,0
2012,2,11,13.98,29.95,100.4,0
2012,3,21,16.78,31.12,100.44,0
2012,4,171.1,18.92,29.52,100.33,0
2012,5,95.3,19.53,27.9,100.3,0
2012,6,430.3,18.92,26.89,100.33,0
2012,7,362.6,19.1,26.41,100.25,0
2012,8,501.6,18.43,26.29,100.4,0
2012,9,241.1,18.55,26.75,100.45,0
2012,10,187.5,18.37,27.59,100.41,0
2012,11,112.9,17.03,27.3,100.45,0
2012,12,9.4,15.87,28.28,100.41,0
2013,1,3.9,14.59,29.63,100.61,1
2013,2,40.1,15.5,29.88,100.54,1
2013,3,49.9,17.21,31.04,100.47,1
2013,4,49.3,18.01,31.64,100.32,1
2013,5,119.3,19.23,29.11,100.26,1
2013,6,1042.7,19.29,26.62,100.27,1
2013,7,830.2,18.62,25.65,100.33,1
2013,8,369.7,18.62,25.78,100.36,1
2013,9,318.6,18.31,26.41,100.37,1
2013,10,259.9,18.13,26.8,100.45,1
2013,11,154.9,17.76,27.39,100.46,1
2013,12,17,15.32,26.9,100.5,1
2014,1,4.6,14.53,29.63,100.65,1
2014,2,10.3,15.32,29.88,100.49,1
2014,3,17.9,15.62,31.04,100.49,1
2014,4,95.7,19.23,31.64,100.42,1
2014,5,251,20.02,29.11,100.27,1
2014,6,454.4,19.96,26.62,100.25,1
2014,7,677.8,19.35,25.65,100.4,1
2014,8,733.9,18.55,25.78,100.4,1
2014,9,298.8,18.98,26.41,100.42,1
2014,10,355.5,18.49,26.8,100.48,1
2014,11,99.5,17.27,27.39,100.48,1
2014,12,47.2,16.42,26.9,100.53,1
2015,1,3.1,14.59,28.4,100.69,0
2015,2,5.8,13.85,30.74,100.6,0
2015,3,50.1,16.85,31.4,100.59,0
2015,4,214.1,18.62,29.92,100.44,0
2015,5,201.8,19.78,28.91,100.35,0
2015,6,563.6,19.59,27.55,100.33,0
2015,7,406,19.17,26.75,100.42,0
2015,8,252.2,19.17,26.68,100.44,0
2015,9,292.9,18.98,27.4,100.43,0
2015,10,308.1,18.74,27.86,100.55,0
2015,11,223.6,18.13,27.48,100.46,0
2015,12,79.4,17.03,27.55,100.63,0
2016,1,2.4,15.2,28.2,100.68,0
2016,2,3.8,16.11,30.3,100.64,0
2016,3,35.9,17.82,31.83,100.56,0
2016,4,143,19.53,31.66,100.37,0
2016,5,186.4,20.02,29.92,100.3,0
2016,6,522.2,19.53,27.19,100.33,0
2016,7,412.3,18.98,26.15,100.36,0
2016,8,325.5,18.86,26.25,100.38,0
2016,9,173.2,18.31,26.28,100.43,0
2016,10,225.9,17.7,27.37,100.46,0
2016,11,125.4,17.21,27.62,100.52,0
2016,12,23.6,16.05,28.37,100.54,0
2017,1,1.9,14.4,29.3,100.61,0
2017,2,6.8,13.98,30.7,100.63,0
2017,3,8.9,17.4,30.42,100.46,0
2017,4,43.6,18.98,30.74,100.39,0
2017,5,173.5,19.9,29.19,100.32,0
2017,6,498.5,19.78,27.36,100.34,0
2017,7,319.6,19.29,26.65,100.39,0
2017,8,531.8,19.23,26.29,100.29,0
2017,9,209.5,19.1,26.76,100.34,0
2017,10,192.4,18.92,27.23,100.34,0
2017,11,92.5,17.88,27.46,100.36,0
2017,12,38.1,15.93,27.05,100.56,0
2018,1,29.1,14.77,28.09,100.5,1
2018,2,52.1,14.28,30.37,100.53,1
2018,3,48.6,17.09,31.32,100.39,1
2018,4,116.4,19.35,30.18,100.29,1
2018,5,183.8,19.78,28.44,100.21,1
2018,6,625.4,19.59,27.02,100.3,1
2018,7,1048.5,19.23,26.19,100.35,1
2018,8,1398.9,18.74,25.72,100.42,1
2018,9,423.6,18.19,26.87,100.42,1
2018,10,356.1,18.37,27.52,100.47,1
2018,11,125.4,17.82,27.79,100.53,1
2018,12,65.1,16.78,27.85,100.58,1
